frame,timestamp,gaze,gx,gy,status,iris_quality
69,4.14,center,-0.08744392344682017,0.08453939761382412,OK,
70,4.199999999999999,center,-0.08904557614200626,0.080873814635608,OK,
71,4.26,center,-0.10195679585927542,0.09148284706070972,OK,
72,4.319999999999999,center,-0.09731975527270031,0.08074254547102203,OK,
73,4.38,center,-0.09972318692081439,0.08107297794791982,OK,
74,4.4399999999999995,center,-0.09924530750209148,0.09488408685578503,OK,
75,4.5,center,-0.10261511747849261,0.09105108550947522,OK,
76,4.56,center,-0.1062682358529875,0.10049623470396066,OK,
77,4.62,center,-0.11542372148848623,0.09533392296744933,OK,
78,4.68,left,-0.11513606608502203,0.11271743467010803,OK,
79,4.739999999999999,center,-0.10743836569560394,0.09838632284048388,OK,
80,4.8,center,-0.10456729432719825,0.10250283933244983,OK,
81,4.859999999999999,left,-0.11894804959319205,0.13735328527902027,OK,
82,4.92,center,-0.10886711144616612,0.109823536233002,OK,
83,4.9799999999999995,center,-0.09780227911795181,0.10565479987548032,OK,
84,5.04,center,-0.10611540093445826,0.11582419166592173,OK,
85,5.1,left,-0.12184671128750268,0.12468915885651191,OK,
86,5.159999999999999,center,-0.10392468033573798,0.10605170511411807,OK,
87,5.22,center,-0.11014312877705834,0.09540035274614106,OK,
88,5.279999999999999,center,-0.10996970348741764,0.11637455766642496,OK,
89,5.34,left,-0.11798557291015488,0.12502426491542523,OK,
90,5.3999999999999995,left,-0.11522854397584159,0.12982513897944478,OK,
91,5.46,left,-0.11848020528098324,0.105771997428218,OK,
92,5.52,left,-0.1229839328137744,0.13766643748673787,OK,
93,5.579999999999999,center,-0.11191146672913888,0.11315207170095978,OK,
94,5.64,left,-0.16476884439920703,0.12255483059870881,OK,
95,5.699999999999999,left,-0.12625641845646207,0.0863896966961761,OK,
96,5.76,center,-0.09118270500085934,0.10991252427172629,OK,
97,5.819999999999999,down,-0.0510368817579232,0.12015792382720536,OK,
98,5.88,center,-0.06522692758617976,0.0929646559202606,OK,
99,5.9399999999999995,center,-0.05500364371811739,0.09974697096400406,OK,
100,6.0,center,-0.06091209880672255,0.09358348075743755,OK,
101,6.06,center,-0.07443978193394074,0.08394619168075826,OK,
102,6.119999999999999,center,-0.03963554297356098,0.059877222164178956,OK,
103,6.18,center,-0.04182817054809873,0.04359117513808869,OK,
104,6.239999999999999,center,-0.050246710980571985,0.0256596618758973,OK,
105,6.3,center,-0.06251323303430245,0.033875651924329536,OK,
106,6.359999999999999,center,0.01359708023011208,0.010337182318932991,OK,
107,6.42,center,0.08045824978576299,-0.033492803950152,OK,
108,6.4799999999999995,center,0.0762224838594493,-0.03740678327244171,OK,
109,6.539999999999999,center,0.09436703726435602,-0.0390725909877889,OK,
110,6.6,right,0.12936689348775532,-0.05942054613067198,OK,
111,6.659999999999999,right,0.13078410810527175,-0.04037040961540275,OK,
112,6.72,center,0.1068106456700737,-0.040671352307890776,OK,
113,6.779999999999999,center,0.0713757739664811,-0.04344624526642202,OK,
114,6.84,center,0.07220123498611075,-0.031060107517090707,OK,
115,6.8999999999999995,center,0.0638450962712861,-0.04458188654631956,OK,
116,6.959999999999999,center,-0.09166912361969537,0.0029712848149419935,OK,
117,7.02,center,-0.03335532099296601,-0.039046704764833295,OK,
118,7.079999999999999,center,-0.03654851713450846,-0.050067621141336394,OK,
119,7.14,center,0.012432480569296467,-0.06368614961138591,OK,
120,7.199999999999999,center,0.0047400521348968105,-0.050651005004586774,OK,
121,7.26,center,0.018910132555724046,-0.05472841880352619,OK,
122,7.319999999999999,center,0.02405658870645444,-0.06577397742457905,OK,
123,7.38,center,0.041379509011805315,-0.049081307007467434,OK,
124,7.4399999999999995,center,0.04362342616108694,-0.061972107015243,OK,
125,7.499999999999999,center,0.04926516477382281,-0.03603050375126915,OK,
126,7.56,center,0.03213490579466749,-0.041849237854681684,OK,
127,7.619999999999999,center,0.027827824548760094,-0.039253145387059624,OK,
128,7.68,center,0.012746276591271255,-0.0280879361837523,OK,
129,7.739999999999999,center,-0.02184880876999684,-0.029957299019416433,OK,
130,7.8,center,-0.03134758716709474,-0.04371072990624464,OK,
131,7.859999999999999,center,0.01787390222262808,-0.04884508139051416,OK,
132,7.919999999999999,center,0.04695455515450553,-0.027425447819840215,OK,
133,7.9799999999999995,center,0.05647264076130054,-0.035414179222839015,OK,
134,8.04,center,0.0358165185945033,-0.029835597178329176,OK,
135,8.1,center,0.041699397551454465,0.013782643894482138,OK,
136,8.16,center,-0.014058951865152935,0.050387948577459346,OK,
137,8.219999999999999,center,-0.00766955755818155,-0.0356137798761335,OK,
138,8.28,center,-0.04252103679443897,0.004287684982936912,OK,
139,8.34,center,-0.02343862030192967,0.021618181908242204,OK,
140,8.399999999999999,center,-0.03508756030400917,0.047627535375455304,OK,
141,8.459999999999999,center,-0.05332593509545902,0.03325451739511301,OK,
142,8.52,center,-0.03339260653365217,0.03885552686500793,OK,
143,8.58,center,-0.056261723266037955,0.06316269017742684,OK,
144,8.639999999999999,center,-0.03052212310643687,0.05165821223507788,OK,
145,8.7,center,-0.04238348094476563,0.039330706747034344,OK,
146,8.76,center,-0.035862204367060335,0.03249674670576211,OK,
147,8.819999999999999,center,-0.0385317959091489,0.058345352131347145,OK,
148,8.879999999999999,center,-0.029618729216825845,0.020948487835902363,OK,
149,8.94,center,-0.04088810948934141,0.043435809735921094,OK,
150,9.0,center,-0.06939218433164318,0.07355451948951575,OK,
151,9.059999999999999,center,-0.05773526394157147,0.07268078026204772,OK,
152,9.12,center,-0.05212175822938081,0.0714628964634152,OK,
153,9.18,center,-0.07110284118107513,0.05403107716029748,OK,
154,9.24,center,-0.05195756575384003,0.06463298393555028,OK,
155,9.299999999999999,center,-0.05217779637322062,0.08724723907782195,OK,
156,9.36,center,-0.0592942617739729,0.04971397356096299,OK,
157,9.42,center,-0.03287031152500364,0.041448023050558835,OK,
158,9.479999999999999,center,-0.04475265403088624,0.06337311279773125,OK,
159,9.54,center,-0.04385122618688886,0.04876724566416776,OK,
160,9.6,center,-0.0638062979587054,0.05872821775482431,OK,
161,9.66,center,-0.05753540457383488,0.041482312636779456,OK,
162,9.719999999999999,center,-0.05182827574509452,0.03558463939526654,OK,
163,9.78,center,-0.04065526383085605,0.051603108010930154,OK,
164,9.84,center,-0.045119743095618836,0.05683310883559323,OK,
165,9.899999999999999,center,-0.05383999721437638,0.05729764614809324,OK,
166,9.959999999999999,center,-0.04219466624814627,0.058458424620561666,OK,
167,10.02,center,-0.062261725307782845,0.047782742916596316,OK,
168,10.08,center,-0.04469031119539124,0.06649360704632987,OK,
169,10.139999999999999,center,-0.060704069881737266,0.07921586237410361,OK,
170,10.2,center,-0.05754896062351422,0.06824294315667301,OK,
171,10.26,center,-0.023274010995647965,0.045950400576132394,OK,
172,10.319999999999999,center,-0.004463072331237661,0.025465421985140013,OK,
173,10.379999999999999,center,0.016850914728291366,0.010803845450936156,OK,
174,10.44,center,-0.004781109713317022,0.0178431648160213,OK,
175,10.5,center,-0.05313666721225241,0.02748034389917578,OK,
176,10.559999999999999,center,-0.03858374525693242,0.025705984258311276,OK,
177,10.62,center,0.05907448171964502,-0.01695509598232517,OK,
178,10.68,center,0.08316634600076633,-0.012361802288002655,OK,
179,10.739999999999998,center,0.0975301308972063,-0.014725365320175154,OK,
180,10.799999999999999,center,0.07619126684838051,-0.031132060070378914,OK,
181,10.86,center,0.07402710454472294,-0.02288174027789977,OK,
182,10.92,center,0.053294340676597995,-0.03267331594794201,OK,
183,10.979999999999999,center,0.036094713141007206,-0.02738834996145037,OK,
184,11.04,center,0.024107780101577325,-0.025277082019074498,OK,
185,11.1,center,0.009568397925545868,-0.015162890598944573,OK,
186,11.159999999999998,center,0.026459728651154868,-0.020243290252694585,OK,
187,11.219999999999999,center,-0.05525111273924388,-0.007217643644520572,OK,
188,11.28,center,-0.049591609190086205,0.017099469171516668,OK,
189,11.34,center,-0.01645521098100744,0.016595567299255265,OK,
190,11.399999999999999,center,0.037893946361337694,-0.022998983696639247,OK,
191,11.459999999999999,center,0.045102240519147574,-0.03736973326280216,OK,
192,11.52,center,0.040336452842512416,-0.025602991003770975,OK,
193,11.579999999999998,center,0.03792423678684265,-0.02009055766114029,OK,
194,11.639999999999999,center,0.040412779629468876,-0.016685881046063056,OK,
195,11.7,center,0.03281372876833211,-0.03665337586323239,OK,
196,11.76,center,-0.010944369221899009,-0.0366027219657159,OK,
197,11.819999999999999,center,-0.05899307197643677,-0.11177514935476443,OK,
198,11.879999999999999,center,-0.04242284415152331,-0.07014484792613951,OK,
199,11.94,center,-0.033296857506167954,-0.009274264024195622,OK,
200,12.0,center,-0.007263987611970779,0.04663432406390178,OK,
201,12.059999999999999,center,0.008511725527963643,0.020475704476465628,OK,
202,12.12,center,0.005551930629838608,0.009958955064077207,OK,
203,12.18,center,0.019284886205722773,-0.012590531261756271,OK,
204,12.239999999999998,center,0.05420388410533594,-0.02214703664131734,OK,
205,12.299999999999999,center,0.06099253268584892,-0.017204494489514305,OK,
206,12.36,center,-0.05740312747550036,0.024796681433908563,OK,
207,12.42,center,-0.04926762118972727,0.04466593286993223,OK,
208,12.479999999999999,center,-0.05239711159262683,0.021899579667665786,OK,
209,12.54,center,-0.052691547157248,0.026148002935820536,OK,
210,12.6,center,-0.057571626641613194,0.05069459529370768,OK,
211,12.659999999999998,center,-0.063230405454889,0.06921243861380508,OK,
212,12.719999999999999,center,-0.040732754517116554,0.0495735497143,OK,
213,12.78,center,-0.033649965219674116,0.027621773775944436,OK,
214,12.84,center,-0.04488713547912604,0.012471930771204065,OK,
215,12.899999999999999,center,-0.0451362425225057,0.051555667531249294,OK,
216,12.959999999999999,center,-0.08856158476174192,0.08608167257218902,OK,
217,13.02,center,-0.06027768921466359,0.04653503694371616,OK,
218,13.079999999999998,center,-0.06680245996261724,0.06558395188058075,OK,
219,13.139999999999999,center,-0.06861455748022616,0.06788075100166444,OK,
220,13.2,center,-0.05703045387753258,0.07282028577245761,OK,
221,13.26,center,-0.06833716948933144,0.06941874758574876,OK,
222,13.319999999999999,center,-0.05939104575903187,0.07719955522056329,OK,
223,13.379999999999999,center,-0.06578739145308954,0.08432982973575906,OK,
224,13.44,center,-0.06414716184294444,0.08008106262187586,OK,
225,13.499999999999998,center,-0.07827995123344711,0.08289196709365304,OK,
226,13.559999999999999,center,-0.07510308203202865,0.07436152972399807,OK,
227,13.62,center,-0.07575231838463603,0.07526313151563752,OK,
228,13.68,center,-0.07542159804375814,0.06542633377417609,OK,
229,13.739999999999998,center,-0.09112414935721114,0.09035266487041715,OK,
230,13.799999999999999,center,-0.09781980717143357,0.08334077510374477,OK,
231,13.86,center,-0.09075262361701464,0.07841074724924449,OK,
232,13.919999999999998,center,-0.09161476872927787,0.07772694273404748,OK,
233,13.979999999999999,center,-0.10184428592969386,0.07198342616370187,OK,
234,14.04,center,-0.08846051579283187,0.07369811942631918,OK,
235,14.1,center,-0.09230156857362148,0.074131182129026,OK,
236,14.159999999999998,center,-0.08801624612807424,0.08465976848884449,OK,
237,14.219999999999999,center,-0.09171108693033692,0.08618068116628458,OK,
238,14.28,center,-0.0803346797607365,0.0790036247042804,OK,
239,14.34,left,-0.11877408733412775,0.09979474357702484,OK,
240,14.399999999999999,center,-0.09501641811985051,0.0817144298128542,OK,
241,14.459999999999999,center,-0.05040084944898915,0.06711972707053193,OK,
242,14.52,center,-0.040358674255718485,0.07558367540018007,OK,
243,14.579999999999998,center,-0.05170747472260273,0.08258033364625494,OK,
244,14.639999999999999,center,-0.030296510778168306,0.08021583804589674,OK,
245,14.7,left,-0.1472852372944009,0.1434390559584541,OK,
246,14.76,left,-0.15013656961169675,0.1417103434894725,OK,
247,14.819999999999999,center,-0.08821872708947143,0.126555386807782,OK,
248,14.879999999999999,down,-0.06410366983258509,0.13619271576488176,OK,
249,14.94,center,-0.05270913272355682,0.10039485817926982,OK,
250,14.999999999999998,center,-0.06993226873816183,0.08605352039322478,OK,
251,15.059999999999999,center,-0.09611950071407582,0.09687353382450747,OK,
252,15.12,center,-0.09999819980542246,0.0943966269571572,OK,
253,15.18,left,-0.11768170061309446,0.09366402156557568,OK,
254,15.239999999999998,center,-0.11606692868657564,0.09763242423802604,OK,
255,15.299999999999999,center,-0.026962681749229667,0.04256355019053201,OK,
256,15.36,center,0.0178794801532155,0.003488457480513074,OK,
257,15.419999999999998,center,0.0525308820098479,-0.00566806520831542,OK,
258,15.479999999999999,center,0.03782574534025929,-0.022837222976841903,OK,
259,15.54,center,0.033884273099964446,-0.011215788953025996,OK,
260,15.6,center,-0.011689781410759714,-0.01280449628064162,OK,
261,15.659999999999998,center,-0.030729161031797902,-0.004026387414163252,OK,
262,15.719999999999999,center,-0.033428935105237034,-0.0008782676180041915,OK,
263,15.78,center,-0.04202203319207931,-0.0358553519052984,OK,
264,15.839999999999998,center,-0.059363649689724296,-0.006784228056745445,OK,
265,15.899999999999999,center,0.016492885285754655,-0.03778895562821544,OK,
266,15.959999999999999,center,0.04321714250903208,-0.05460296951036303,OK,
267,16.02,center,0.03149698117141608,-0.057653576710165466,OK,
268,16.08,center,0.043585140256666155,-0.033129255347386255,OK,
269,16.14,center,0.0535574988549159,-0.015501429596477101,OK,
270,16.2,center,0.03733486879266479,-0.05215585264226674,OK,
271,16.259999999999998,center,0.04861467568451672,-0.03142667264868526,OK,
272,16.32,center,-0.03136164582206957,-0.01267806187769166,OK,
273,16.38,center,-0.059328456415732034,-0.03489705225076695,OK,
274,16.439999999999998,center,0.034493989743547226,-0.04634023686138433,OK,
275,16.5,center,0.04419694912151173,-0.04142116790472283,OK,
276,16.56,center,0.05669604299286646,-0.06323032357126418,OK,
277,16.619999999999997,center,0.06019066871053047,-0.06932908576731489,OK,
278,16.68,center,0.06700513001671782,-0.06424683576664386,OK,
279,16.74,center,0.07106194266581423,-0.05949682394803413,OK,
280,16.799999999999997,center,0.06842200479999139,-0.06931967383041948,OK,
281,16.86,center,0.0692589518039034,-0.06863551475779961,OK,
282,16.919999999999998,center,0.0642941396000497,-0.0591975178495292,OK,
283,16.98,center,0.06665146476692463,-0.07421711520093496,OK,
284,17.04,center,0.07428255987547905,-0.07184901730256685,OK,
285,17.099999999999998,center,0.05828580376069725,-0.06672382054029335,OK,
286,17.16,center,0.028592725972254485,-0.055203932266542466,OK,
287,17.22,center,0.024898339519396573,-0.04654518060974372,OK,
288,17.279999999999998,center,0.02808150328206216,-0.04384134490175212,OK,
289,17.34,center,0.03016528200457891,-0.026794743653512032,OK,
290,17.4,center,-0.06569530267388612,-0.01138452683153307,OK,
291,17.459999999999997,center,-0.03147410246646953,0.010433896723470504,OK,
292,17.52,center,0.03705156709719948,-0.0533789489466627,OK,
293,17.58,center,0.06598908263694381,-0.06453417483892393,OK,
294,17.639999999999997,center,0.06559688094994054,-0.0539183998173669,OK,
295,17.7,center,0.0850617130470982,-0.07287633945451516,OK,
296,17.759999999999998,center,0.08552484978271824,-0.06848702875170082,OK,
297,17.82,center,0.07465783927913627,-0.05713645536424211,OK,
298,17.88,center,-0.1076209434060531,0.03255959474653278,OK,
299,17.939999999999998,center,-0.08091447359971227,-0.012020864639926049,OK,
300,18.0,center,-0.06374326109483364,-0.0003668591375241004,OK,
301,18.06,center,-0.03240695401718252,-0.006925294673102045,OK,
302,18.119999999999997,center,-0.007539450032761907,-0.0172679668817749,OK,
303,18.18,center,-0.0016440388687920526,-0.003425617444811624,OK,
304,18.24,center,0.005876720794425805,-0.013835117746585801,OK,
305,18.299999999999997,center,-0.0016777695660977754,-0.01989511820193679,OK,
306,18.36,center,0.006258676737651903,-0.016985255547656064,OK,
307,18.419999999999998,center,-0.0074851569401438445,-0.007268072730668984,OK,
308,18.48,center,-0.03235438435488325,0.031155687686892364,OK,
309,18.54,center,-0.009033263492562948,0.023010300339227796,OK,
310,18.599999999999998,center,-0.017562200581690335,0.025950878994251803,OK,
311,18.66,center,-0.01181016620421782,0.02188566769840189,OK,
312,18.72,center,-0.010786079544872762,0.025553389749806976,OK,
313,18.779999999999998,center,-0.012124069787789016,0.02300366906764767,OK,
314,18.84,center,-0.06789285432858216,0.014029542580799748,OK,
315,18.9,center,-0.0987027496900047,0.05298388024595088,OK,
316,18.959999999999997,center,-0.06445964137688909,0.05381910955569641,OK,
317,19.02,center,-0.06846986872346228,0.03313865840832067,OK,
318,19.08,center,-0.047415776382372155,0.018303123322206405,OK,
319,19.139999999999997,center,-0.027090918796613628,0.008376524109169281,OK,
320,19.2,center,-0.03950793486845461,0.0013747194809340946,OK,
321,19.259999999999998,center,-0.06329456040694204,0.03156544159838304,OK,
322,19.32,center,-0.06513368090153449,-0.013516193173810642,OK,
323,19.38,center,-0.03240933787708555,0.04815468156332692,OK,
324,19.439999999999998,center,-0.048046943413748044,0.053358905013461244,OK,
325,19.5,center,-0.06169105150694776,0.06052203340534512,OK,
326,19.56,center,-0.03407352437492861,0.0596726224454846,OK,
327,19.619999999999997,center,-0.033874957632906155,0.049729135154823245,OK,
328,19.68,center,-0.03318460891760422,0.04663267654435255,OK,
329,19.74,center,-0.02488970685135361,0.02896145518022991,OK,
330,19.799999999999997,center,-0.007921534720015666,0.017701719960648232,OK,
331,19.86,center,0.01932548278281432,0.02388120463618565,OK,
332,19.919999999999998,center,0.05880888772154602,0.009557694524847726,OK,
333,19.979999999999997,center,0.07562974882167572,0.017521861191364008,OK,
334,20.04,center,0.07637603287126926,-0.007581872503593212,OK,
335,20.099999999999998,center,-0.01743865616934781,0.021833321974736503,OK,
336,20.16,center,-0.051704705935157524,0.05215701610189476,OK,
337,20.22,center,-0.03648917660043549,0.07491178579948726,OK,
338,20.279999999999998,center,-0.01689559277774877,0.01613394773080294,OK,
339,20.34,center,-0.01986986174697769,0.030689679900660127,OK,
340,20.4,center,-0.027506182349975927,0.021220057898868022,OK,
341,20.459999999999997,center,-0.03896019579651777,0.04512009985744855,OK,
342,20.52,center,-0.0528218974929755,0.020712590442659468,OK,
343,20.58,center,-0.03109798453413415,0.03469879102693757,OK,
344,20.639999999999997,center,-0.030804780687776145,0.03237784280036721,OK,
345,20.7,center,-0.017909225337096935,0.03389645733569288,OK,
346,20.759999999999998,center,-0.013248415401480473,0.014761512333734711,OK,
347,20.82,center,-0.001728137896647497,0.020953704190180666,OK,
348,20.88,center,-0.046356738235233896,0.030320329946118718,OK,
349,20.939999999999998,center,-0.0706132966348697,0.05706035108357124,OK,
350,21.0,center,-0.07468451200066684,0.04636242095327267,OK,
351,21.06,center,-0.07333422020653946,0.043174574109724556,OK,
352,21.119999999999997,center,-0.07993994571748964,0.04736905324369464,OK,
353,21.18,center,-0.08095591136248315,0.04976003519071556,OK,
354,21.24,center,-0.07937134334200047,0.035270443914827976,OK,
355,21.299999999999997,center,-0.09070418244376077,0.04586335655598084,OK,
356,21.36,center,-0.08079542248535876,0.033335189217510997,OK,
357,21.419999999999998,center,-0.07516110673646392,0.03412443623212286,OK,
358,21.479999999999997,center,-0.06173069491679384,0.005669764029738372,OK,
359,21.54,center,-0.044655171708682606,0.00500974612532093,OK,
360,21.599999999999998,center,-0.04096901981438017,-0.01858161872040076,OK,
361,21.66,center,0.046349848098895086,-0.03545580925594877,OK,
362,21.72,center,0.045793590615454405,-0.05867099639807774,OK,
363,21.779999999999998,center,0.06010671620112107,-0.05275019989381802,OK,
364,21.84,center,0.06072416274706349,-0.05688989127920427,OK,
365,21.9,center,0.04551190460811039,-0.042674628909530166,OK,
366,21.959999999999997,center,0.046689033849642514,-0.038953188620209966,OK,
367,22.02,center,0.045558588493073926,-0.03397829233032912,OK,
368,22.08,center,0.04122873506113334,-0.03610612966458493,OK,
369,22.139999999999997,center,0.05029227166156924,-0.04798511040028147,OK,
370,22.2,center,0.04406802891363093,-0.04312543131796584,OK,
371,22.259999999999998,center,0.052523594115290395,-0.06108428969161567,OK,
372,22.319999999999997,center,0.054669795147405775,-0.039704962659086906,OK,
373,22.38,center,0.05205511116163153,-0.034814731459825166,OK,
374,22.439999999999998,center,0.028732458946038708,-0.015620128890814294,OK,
375,22.5,center,0.04800261519879434,-0.012324976879056981,OK,
376,22.56,center,0.05137757357664818,-0.007996538045584062,OK,
377,22.619999999999997,center,0.06429591444023575,-0.015483590410986653,OK,
378,22.68,center,0.055128141650892526,-0.024200090645602357,OK,
379,22.74,center,0.048310899285099795,-0.03191643811688591,OK,
380,22.799999999999997,center,0.029336062163540677,-0.023021661290395956,OK,
381,22.86,center,0.025625203404571306,-0.02135908332507558,OK,
382,22.919999999999998,center,-0.0317882931737673,0.019118170880568774,OK,
383,22.979999999999997,left,-0.1300152328434575,0.06551774334869345,OK,
384,23.04,center,-0.11333675677285016,0.062435412903194626,OK,
385,23.099999999999998,center,-0.06136188467443349,0.03455961838885652,OK,
386,23.159999999999997,center,-0.05683714161608644,0.06989597575534284,OK,
387,23.22,center,-0.03424140938897313,0.04766880386563874,OK,
388,23.279999999999998,center,-0.050557253512654166,0.0641395010742827,OK,
389,23.34,center,-0.04298247862700111,0.04416049295684382,OK,
390,23.4,center,-0.05720546779098534,0.06288264204598029,OK,
391,23.459999999999997,center,-0.0458580437580437,0.05866563706563707,OK,
392,23.52,center,-0.05052515170593552,0.048243025833587944,OK,
393,23.58,center,-0.05775096982272543,0.05508104196482391,OK,
394,23.639999999999997,center,-0.03525453093230024,0.04461591683997257,OK,
395,23.7,center,0.03853090685247407,0.0009067018994355358,OK,
396,23.759999999999998,center,0.08625654446874143,-0.040014238724516704,OK,
397,23.819999999999997,center,0.10880789315938677,-0.03625721062786447,OK,
398,23.88,center,0.08621589234180116,-0.013991900398825807,OK,
399,23.939999999999998,center,0.07441915619452799,-0.009159183670298998,OK,
400,24.0,center,0.07181625519931345,-0.020680219410961653,OK,
401,24.06,center,0.07167961603161122,-0.009355253511456607,OK,
402,24.119999999999997,center,0.07334815902412262,0.00701067627770785,OK,
403,24.18,center,-0.07501768249492813,0.06288789819973242,OK,
404,24.24,center,-0.052047171191242025,0.03699192848734725,OK,
405,24.299999999999997,center,0.008707906469452853,-0.023455860673496476,OK,
406,24.36,center,0.023904777495529106,-0.0030308949496316018,OK,
407,24.419999999999998,center,0.03200021977220713,0.003751114907487696,OK,
408,24.479999999999997,center,0.032046949113463286,0.00502644904114119,OK,
409,24.54,center,0.039355902664336084,-0.004510252374787638,OK,
410,24.599999999999998,center,0.014699107826398716,0.021859632170547205,OK,
411,24.659999999999997,center,-0.006490193245772824,0.03878958587556902,OK,
412,24.72,center,-0.017743840308257597,0.02725679941663245,OK,
413,24.779999999999998,center,-0.024934987963970534,0.038241090947970346,OK,
414,24.84,center,-0.055873411079617075,0.037965487440391354,OK,
415,24.9,center,-0.10507527017019846,0.06802191606829391,OK,
416,24.959999999999997,left,-0.13665395082464238,0.09801384887485129,OK,
417,25.02,left,-0.16077596603359467,0.11286421657014484,OK,
418,25.08,left,-0.1501112173039142,0.11656538387661453,OK,
419,25.139999999999997,center,-0.10927894993905518,0.04528233846702884,OK,
420,25.2,center,-0.09350118001224095,0.0528481291662993,OK,
421,25.259999999999998,center,-0.10985882380447054,0.07147994710925862,OK,
422,25.319999999999997,left,-0.17595098574125045,0.06911934471608372,OK,
423,25.38,left,-0.19482312255672896,0.13634500087141938,OK,
424,25.439999999999998,left,-0.17940944142904058,0.11988110228214793,OK,
